# i, j, phi
1.200000000000000000e+01 3.200000000000000000e+01 2.581333326674364968e-03
1.200000000000000000e+01 3.300000000000000000e+01 2.408224580826474198e-03
1.200000000000000000e+01 3.400000000000000000e+01 2.231379180385253957e-03
1.200000000000000000e+01 3.500000000000000000e+01 2.054251372912090090e-03
1.200000000000000000e+01 3.600000000000000000e+01 1.878916543124913323e-03
1.200000000000000000e+01 3.700000000000000000e+01 1.707370263655146048e-03
1.200000000000000000e+01 3.800000000000000000e+01 1.540469340668488684e-03
1.200000000000000000e+01 3.900000000000000000e+01 1.379134229671235765e-03
1.200000000000000000e+01 4.000000000000000000e+01 1.223407034012990047e-03
1.200000000000000000e+01 4.100000000000000000e+01 1.073462616618819443e-03
1.200000000000000000e+01 4.200000000000000000e+01 9.288778605622807685e-04
1.200000000000000000e+01 4.300000000000000000e+01 7.894112621986946760e-04
1.200000000000000000e+01 4.400000000000000000e+01 6.543593368353552630e-04
1.200000000000000000e+01 4.500000000000000000e+01 5.232579815012028575e-04
1.200000000000000000e+01 4.600000000000000000e+01 3.952702307831386678e-04
1.200000000000000000e+01 4.700000000000000000e+01 2.696108815556391854e-04
1.200000000000000000e+01 4.800000000000000000e+01 1.437218939393062071e-04
1.200000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
1.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 1.000000000000000000e+00 1.427549500079484566e-04
1.300000000000000000e+01 2.000000000000000000e+00 2.679272392331327594e-04
1.300000000000000000e+01 3.000000000000000000e+00 3.931129654824613265e-04
1.300000000000000000e+01 4.000000000000000000e+00 5.209895522508164968e-04
1.300000000000000000e+01 5.000000000000000000e+00 6.524739194360829183e-04
1.300000000000000000e+01 6.000000000000000000e+00 7.885814676305805300e-04
1.300000000000000000e+01 7.000000000000000000e+00 9.299760218704826399e-04
1.300000000000000000e+01 8.000000000000000000e+00 1.077613173759126280e-03
1.300000000000000000e+01 9.000000000000000000e+00 1.232029762925666155e-03
1.300000000000000000e+01 1.000000000000000000e+01 1.394017601269600297e-03
1.300000000000000000e+01 1.100000000000000000e+01 1.563821735765235591e-03
1.300000000000000000e+01 1.200000000000000000e+01 1.741914076292816688e-03
1.300000000000000000e+01 1.300000000000000000e+01 1.927926121237000853e-03
1.300000000000000000e+01 1.400000000000000000e+01 2.121641786704614278e-03
1.300000000000000000e+01 1.500000000000000000e+01 2.321700081787004578e-03
1.300000000000000000e+01 1.600000000000000000e+01 2.526641305364703185e-03
1.300000000000000000e+01 1.700000000000000000e+01 2.733491076744403586e-03
1.300000000000000000e+01 1.800000000000000000e+01 2.938922552858838633e-03
1.300000000000000000e+01 1.900000000000000000e+01 3.137759219692730969e-03
1.300000000000000000e+01 2.000000000000000000e+01 3.324435812911374216e-03
1.300000000000000000e+01 2.100000000000000000e+01 3.491675656136127275e-03
1.300000000000000000e+01 2.200000000000000000e+01 3.632417906422865782e-03
1.300000000000000000e+01 2.300000000000000000e+01 3.738955654911557246e-03
1.300000000000000000e+01 2.400000000000000000e+01 3.805415686021346427e-03
1.300000000000000000e+01 2.500000000000000000e+01 3.827091243985903009e-03
1.300000000000000000e+01 2.600000000000000000e+01 3.802855767456099489e-03
1.300000000000000000e+01 2.700000000000000000e+01 3.733821311709603456e-03
1.300000000000000000e+01 2.800000000000000000e+01 3.624658500599585442e-03
1.300000000000000000e+01 2.900000000000000000e+01 3.481232606852054622e-03
1.300000000000000000e+01 3.000000000000000000e+01 3.311219560753211888e-03
1.300000000000000000e+01 3.100000000000000000e+01 3.121668702882268633e-03
1.300000000000000000e+01 3.200000000000000000e+01 2.919831139349743886e-03
1.300000000000000000e+01 3.300000000000000000e+01 2.711253727687138251e-03
1.300000000000000000e+01 3.400000000000000000e+01 2.501063283681262059e-03
1.300000000000000000e+01 3.500000000000000000e+01 2.292586327046887505e-03
1.300000000000000000e+01 3.600000000000000000e+01 2.088751776317140148e-03
1.300000000000000000e+01 3.700000000000000000e+01 1.891002741501385601e-03
1.300000000000000000e+01 3.800000000000000000e+01 1.700651601202437732e-03
1.300000000000000000e+01 3.900000000000000000e+01 1.517919238709825079e-03
1.300000000000000000e+01 4.000000000000000000e+01 1.343095610947143016e-03
1.300000000000000000e+01 4.100000000000000000e+01 1.175680706375099166e-03
1.300000000000000000e+01 4.200000000000000000e+01 1.015394524450465019e-03
1.300000000000000000e+01 4.300000000000000000e+01 8.613975903600549697e-04
1.300000000000000000e+01 4.400000000000000000e+01 7.131052600932864371e-04
1.300000000000000000e+01 4.500000000000000000e+01 5.695244121327379481e-04
1.300000000000000000e+01 4.600000000000000000e+01 4.299421841330527158e-04
1.300000000000000000e+01 4.700000000000000000e+01 2.935159829824788322e-04
1.300000000000000000e+01 4.800000000000000000e+01 1.612581301666435297e-04
1.300000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
1.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 1.000000000000000000e+00 1.586547805889746321e-04
1.400000000000000000e+01 2.000000000000000000e+00 2.889075405933674650e-04
1.400000000000000000e+01 3.000000000000000000e+00 4.235115764508419803e-04
1.400000000000000000e+01 4.000000000000000000e+00 5.616016695346049553e-04
1.400000000000000000e+01 5.000000000000000000e+00 7.041648802967712031e-04
1.400000000000000000e+01 6.000000000000000000e+00 8.520867388464109732e-04
1.400000000000000000e+01 7.000000000000000000e+00 1.006578469214384087e-03
1.400000000000000000e+01 8.000000000000000000e+00 1.168485892248956283e-03
1.400000000000000000e+01 9.000000000000000000e+00 1.338998326353793263e-03
1.400000000000000000e+01 1.000000000000000000e+01 1.518801070848971400e-03
1.400000000000000000e+01 1.100000000000000000e+01 1.708926344733468919e-03
1.400000000000000000e+01 1.200000000000000000e+01 1.909693242754843204e-03
1.400000000000000000e+01 1.300000000000000000e+01 2.121641971107145717e-03
1.400000000000000000e+01 1.400000000000000000e+01 2.344306404222466691e-03
1.400000000000000000e+01 1.500000000000000000e+01 2.577198399273402697e-03
1.400000000000000000e+01 1.600000000000000000e+01 2.818366685486285890e-03
1.400000000000000000e+01 1.700000000000000000e+01 3.065381545459664250e-03
1.400000000000000000e+01 1.800000000000000000e+01 3.313773694377805581e-03
1.400000000000000000e+01 1.900000000000000000e+01 3.558142531911135178e-03
1.400000000000000000e+01 2.000000000000000000e+01 3.790589068884217799e-03
1.400000000000000000e+01 2.100000000000000000e+01 4.002288898132685090e-03
1.400000000000000000e+01 2.200000000000000000e+01 4.182478634297960400e-03
1.400000000000000000e+01 2.300000000000000000e+01 4.320912478719364166e-03
1.400000000000000000e+01 2.400000000000000000e+01 4.407736783891505299e-03
1.400000000000000000e+01 2.500000000000000000e+01 4.436705609553432891e-03
1.400000000000000000e+01 2.600000000000000000e+01 4.405021724567565085e-03
1.400000000000000000e+01 2.700000000000000000e+01 4.315471640888424339e-03
1.400000000000000000e+01 2.800000000000000000e+01 4.174268304486150778e-03
1.400000000000000000e+01 2.900000000000000000e+01 3.991232163524578366e-03
1.400000000000000000e+01 3.000000000000000000e+01 3.776598824750086302e-03
1.400000000000000000e+01 3.100000000000000000e+01 3.541106699474601532e-03
1.400000000000000000e+01 3.200000000000000000e+01 3.293556197044454972e-03
1.400000000000000000e+01 3.300000000000000000e+01 3.041809452911768772e-03
1.400000000000000000e+01 3.400000000000000000e+01 2.791257733393910385e-03
1.400000000000000000e+01 3.500000000000000000e+01 2.546325699929078996e-03
1.400000000000000000e+01 3.600000000000000000e+01 2.309418656571489165e-03
1.400000000000000000e+01 3.700000000000000000e+01 2.082454036510976176e-03
1.400000000000000000e+01 3.800000000000000000e+01 1.865889023470243243e-03
1.400000000000000000e+01 3.900000000000000000e+01 1.660151275920090279e-03
1.400000000000000000e+01 4.000000000000000000e+01 1.464670236691609185e-03
1.400000000000000000e+01 4.100000000000000000e+01 1.279042117823539319e-03
1.400000000000000000e+01 4.200000000000000000e+01 1.102237504700926719e-03
1.400000000000000000e+01 4.300000000000000000e+01 9.334831928726156991e-04
1.400000000000000000e+01 4.400000000000000000e+01 7.715538367950486353e-04
1.400000000000000000e+01 4.500000000000000000e+01 6.155322960600474779e-04
1.400000000000000000e+01 4.600000000000000000e+01 4.641395780693461032e-04
1.400000000000000000e+01 4.700000000000000000e+01 3.161760282459066883e-04
1.400000000000000000e+01 4.800000000000000000e+01 1.684147988139913306e-04
1.400000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
1.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 1.000000000000000000e+00 1.641906717734996054e-04
1.500000000000000000e+01 2.000000000000000000e+00 3.083779328735732355e-04
1.500000000000000000e+01 3.000000000000000000e+00 4.530046200964431215e-04
1.500000000000000000e+01 4.000000000000000000e+00 6.013589103033736664e-04
1.500000000000000000e+01 5.000000000000000000e+00 7.547583395549423363e-04
1.500000000000000000e+01 6.000000000000000000e+00 9.146568763774674685e-04
1.500000000000000000e+01 7.000000000000000000e+00 1.082179895333496749e-03
1.500000000000000000e+01 8.000000000000000000e+00 1.258838930917860130e-03
1.500000000000000000e+01 9.000000000000000000e+00 1.445765229137610909e-03
1.500000000000000000e+01 1.000000000000000000e+01 1.644464988002117614e-03
1.500000000000000000e+01 1.100000000000000000e+01 1.855933748977469386e-03
1.500000000000000000e+01 1.200000000000000000e+01 2.081511603662546464e-03
1.500000000000000000e+01 1.300000000000000000e+01 2.321700206942599667e-03
1.500000000000000000e+01 1.400000000000000000e+01 2.577198439788924624e-03
1.500000000000000000e+01 1.500000000000000000e+01 2.847423863157148589e-03
1.500000000000000000e+01 1.600000000000000000e+01 3.131469156262670778e-03
1.500000000000000000e+01 1.700000000000000000e+01 3.426445160969755505e-03
1.500000000000000000e+01 1.800000000000000000e+01 3.728320823138294316e-03
1.500000000000000000e+01 1.900000000000000000e+01 4.030068353783482042e-03
1.500000000000000000e+01 2.000000000000000000e+01 4.322680520373315370e-03
1.500000000000000000e+01 2.100000000000000000e+01 4.593590493413013398e-03
1.500000000000000000e+01 2.200000000000000000e+01 4.828563756088926837e-03
1.500000000000000000e+01 2.300000000000000000e+01 5.011456621069157978e-03
1.500000000000000000e+01 2.400000000000000000e+01 5.127974006241853809e-03
1.500000000000000000e+01 2.500000000000000000e+01 5.167048962145925906e-03
1.500000000000000000e+01 2.600000000000000000e+01 5.125122793919570027e-03
1.500000000000000000e+01 2.700000000000000000e+01 5.005737965741363302e-03
1.500000000000000000e+01 2.800000000000000000e+01 4.819926904122449202e-03
1.500000000000000000e+01 2.900000000000000000e+01 4.581962934537759866e-03
1.500000000000000000e+01 3.000000000000000000e+01 4.307960144230401495e-03
1.500000000000000000e+01 3.100000000000000000e+01 4.012138262316436964e-03
1.500000000000000000e+01 3.200000000000000000e+01 3.707040158087972822e-03
1.500000000000000000e+01 3.300000000000000000e+01 3.401644624033239254e-03
1.500000000000000000e+01 3.400000000000000000e+01 3.102925173347433063e-03
1.500000000000000000e+01 3.500000000000000000e+01 2.814906662971769329e-03
1.500000000000000000e+01 3.600000000000000000e+01 2.540437847083537853e-03
1.500000000000000000e+01 3.700000000000000000e+01 2.280391732923500638e-03
1.500000000000000000e+01 3.800000000000000000e+01 2.035304041842699811e-03
1.500000000000000000e+01 3.900000000000000000e+01 1.804467596538130878e-03
1.500000000000000000e+01 4.000000000000000000e+01 1.587296974785705689e-03
1.500000000000000000e+01 4.100000000000000000e+01 1.382411653588447526e-03
1.500000000000000000e+01 4.200000000000000000e+01 1.188766507280857899e-03
1.500000000000000000e+01 4.300000000000000000e+01 1.004794965869537388e-03
1.500000000000000000e+01 4.400000000000000000e+01 8.292993484505508869e-04
1.500000000000000000e+01 4.500000000000000000e+01 6.607197708411307680e-04
1.500000000000000000e+01 4.600000000000000000e+01 4.978512736875684861e-04
1.500000000000000000e+01 4.700000000000000000e+01 3.394239108454848034e-04
1.500000000000000000e+01 4.800000000000000000e+01 1.863294101088208156e-04
1.500000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
1.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+01 1.000000000000000000e+00 1.800613025228295101e-04
1.600000000000000000e+01 2.000000000000000000e+00 3.281254835041772541e-04
1.600000000000000000e+01 3.000000000000000000e+00 4.815828668571122805e-04
1.600000000000000000e+01 4.000000000000000000e+00 6.396869938328520475e-04
1.600000000000000000e+01 5.000000000000000000e+00 8.038379894463853472e-04
1.600000000000000000e+01 6.000000000000000000e+00 9.753799407715703059e-04
1.600000000000000000e+01 7.000000000000000000e+00 1.156082486349087638e-03
1.600000000000000000e+01 8.000000000000000000e+00 1.347414214203477125e-03
1.600000000000000000e+01 9.000000000000000000e+00 1.551315412039700262e-03
1.600000000000000000e+01 1.000000000000000000e+01 1.769334644553891825e-03
1.600000000000000000e+01 1.100000000000000000e+01 2.003517428214674021e-03
1.600000000000000000e+01 1.200000000000000000e+01 2.255333454331026784e-03
1.600000000000000000e+01 1.300000000000000000e+01 2.526640989899256017e-03
1.600000000000000000e+01 1.400000000000000000e+01 2.818366491975605320e-03
1.600000000000000000e+01 1.500000000000000000e+01 3.131468363972163271e-03
1.600000000000000000e+01 1.600000000000000000e+01 3.465282477273696343e-03
1.600000000000000000e+01 1.700000000000000000e+01 3.818247308464447001e-03
1.600000000000000000e+01 1.800000000000000000e+01 4.185900853785427117e-03
1.600000000000000000e+01 1.900000000000000000e+01 4.561361666978351777e-03
1.600000000000000000e+01 2.000000000000000000e+01 4.932984787440474438e-03
1.600000000000000000e+01 2.100000000000000000e+01 5.285185836342645715e-03
1.600000000000000000e+01 2.200000000000000000e+01 5.596978830498543049e-03
1.600000000000000000e+01 2.300000000000000000e+01 5.844959338688131625e-03
1.600000000000000000e+01 2.400000000000000000e+01 6.005160812272302209e-03
1.600000000000000000e+01 2.500000000000000000e+01 6.059988654380826095e-03
1.600000000000000000e+01 2.600000000000000000e+01 6.002175181011013688e-03
1.600000000000000000e+01 2.700000000000000000e+01 5.838977841180863215e-03
1.600000000000000000e+01 2.800000000000000000e+01 5.587954149787024809e-03
1.600000000000000000e+01 2.900000000000000000e+01 5.273030545084321161e-03
1.600000000000000000e+01 3.000000000000000000e+01 4.917600446319590930e-03
1.600000000000000000e+01 3.100000000000000000e+01 4.542617973063928574e-03
1.600000000000000000e+01 3.200000000000000000e+01 4.163648914799318590e-03
1.600000000000000000e+01 3.300000000000000000e+01 3.792293119726179457e-03
1.600000000000000000e+01 3.400000000000000000e+01 3.435412396519761137e-03
1.600000000000000000e+01 3.500000000000000000e+01 3.097429152512021742e-03
1.600000000000000000e+01 3.600000000000000000e+01 2.779868661673320744e-03
1.600000000000000000e+01 3.700000000000000000e+01 2.483361144831272745e-03
1.600000000000000000e+01 3.800000000000000000e+01 2.206907044030142952e-03
1.600000000000000000e+01 3.900000000000000000e+01 1.949532419880652297e-03
1.600000000000000000e+01 4.000000000000000000e+01 1.709342862426266882e-03
1.600000000000000000e+01 4.100000000000000000e+01 1.484773143172771594e-03
1.600000000000000000e+01 4.200000000000000000e+01 1.273764029934118698e-03
1.600000000000000000e+01 4.300000000000000000e+01 1.074666018836532106e-03
1.600000000000000000e+01 4.400000000000000000e+01 8.854855087462937735e-04
1.600000000000000000e+01 4.500000000000000000e+01 7.046653763271721596e-04
1.600000000000000000e+01 4.600000000000000000e+01 5.303340307753713276e-04
1.600000000000000000e+01 4.700000000000000000e+01 3.607765010065958999e-04
1.600000000000000000e+01 4.800000000000000000e+01 1.920123263437496623e-04
1.600000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
1.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 1.000000000000000000e+00 1.839593044421381168e-04
1.700000000000000000e+01 2.000000000000000000e+00 3.457576078683727468e-04
1.700000000000000000e+01 3.000000000000000000e+00 5.085241045374327452e-04
1.700000000000000000e+01 4.000000000000000000e+00 6.761998368694619073e-04
1.700000000000000000e+01 5.000000000000000000e+00 8.505596932215458940e-04
1.700000000000000000e+01 6.000000000000000000e+00 1.033605511723380624e-03
1.700000000000000000e+01 7.000000000000000000e+00 1.227047055546658626e-03
1.700000000000000000e+01 8.000000000000000000e+00 1.433145763451987645e-03
1.700000000000000000e+01 9.000000000000000000e+00 1.653883612533770973e-03
1.700000000000000000e+01 1.000000000000000000e+01 1.891847752833486626e-03
1.700000000000000000e+01 1.100000000000000000e+01 2.149276899523454732e-03
1.700000000000000000e+01 1.200000000000000000e+01 2.429066355415996237e-03
1.700000000000000000e+01 1.300000000000000000e+01 2.733491560839187810e-03
1.700000000000000000e+01 1.400000000000000000e+01 3.065381186165107470e-03
1.700000000000000000e+01 1.500000000000000000e+01 3.426444950923283970e-03
1.700000000000000000e+01 1.600000000000000000e+01 3.818247496862629906e-03
1.700000000000000000e+01 1.700000000000000000e+01 4.240073650857173297e-03
1.700000000000000000e+01 1.800000000000000000e+01 4.689383633518510314e-03
1.700000000000000000e+01 1.900000000000000000e+01 5.158850350467627556e-03
1.700000000000000000e+01 2.000000000000000000e+01 5.636200212974231197e-03
1.700000000000000000e+01 2.100000000000000000e+01 6.100807968619542838e-03
1.700000000000000000e+01 2.200000000000000000e+01 6.524256527456800438e-03
1.700000000000000000e+01 2.300000000000000000e+01 6.869652373741602300e-03
1.700000000000000000e+01 2.400000000000000000e+01 7.098284236748422793e-03
1.700000000000000000e+01 2.500000000000000000e+01 7.177602856919608129e-03
1.700000000000000000e+01 2.600000000000000000e+01 7.095183581257560011e-03
1.700000000000000000e+01 2.700000000000000000e+01 6.863439968706071780e-03
1.700000000000000000e+01 2.800000000000000000e+01 6.514874211303527986e-03
1.700000000000000000e+01 2.900000000000000000e+01 6.088176063452755034e-03
1.700000000000000000e+01 3.000000000000000000e+01 5.620203154828175285e-03
1.700000000000000000e+01 3.100000000000000000e+01 5.139354465269661831e-03
1.700000000000000000e+01 3.200000000000000000e+01 4.666235355380275902e-03
1.700000000000000000e+01 3.300000000000000000e+01 4.213085444212554855e-03
1.700000000000000000e+01 3.400000000000000000e+01 3.787166352292176998e-03
1.700000000000000000e+01 3.500000000000000000e+01 3.391014069703685886e-03
1.700000000000000000e+01 3.600000000000000000e+01 3.025297387104669642e-03
1.700000000000000000e+01 3.700000000000000000e+01 2.688408944525066437e-03
1.700000000000000000e+01 3.800000000000000000e+01 2.378589677705253425e-03
1.700000000000000000e+01 3.900000000000000000e+01 2.092994725204903005e-03
1.700000000000000000e+01 4.000000000000000000e+01 1.829250553965507077e-03
1.700000000000000000e+01 4.100000000000000000e+01 1.584418501198222879e-03
1.700000000000000000e+01 4.200000000000000000e+01 1.356186118703773700e-03
1.700000000000000000e+01 4.300000000000000000e+01 1.141900118687408155e-03
1.700000000000000000e+01 4.400000000000000000e+01 9.394928132032626458e-04
1.700000000000000000e+01 4.500000000000000000e+01 7.466344282595125227e-04
1.700000000000000000e+01 4.600000000000000000e+01 5.615097047584764788e-04
1.700000000000000000e+01 4.700000000000000000e+01 3.823002331248469775e-04
1.700000000000000000e+01 4.800000000000000000e+01 2.096957828098201706e-04
1.700000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
1.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+01 1.000000000000000000e+00 1.992111162419222571e-04
1.800000000000000000e+01 2.000000000000000000e+00 3.632752650664869149e-04
1.800000000000000000e+01 3.000000000000000000e+00 5.337954310920003075e-04
1.800000000000000000e+01 4.000000000000000000e+00 7.102105956975098390e-04
1.800000000000000000e+01 5.000000000000000000e+00 8.943848407455518663e-04
1.800000000000000000e+01 6.000000000000000000e+00 1.088199308728661106e-03
1.800000000000000000e+01 7.000000000000000000e+00 1.294107886455454033e-03
1.800000000000000000e+01 8.000000000000000000e+00 1.514362021696188899e-03
1.800000000000000000e+01 9.000000000000000000e+00 1.751923568816005214e-03
1.800000000000000000e+01 1.000000000000000000e+01 2.009546065039662967e-03
1.800000000000000000e+01 1.100000000000000000e+01 2.290861492264918437e-03
1.800000000000000000e+01 1.200000000000000000e+01 2.599217733541865725e-03
1.800000000000000000e+01 1.300000000000000000e+01 2.938922367376556755e-03
1.800000000000000000e+01 1.400000000000000000e+01 3.313773808362597672e-03
1.800000000000000000e+01 1.500000000000000000e+01 3.728320738694944000e-03
1.800000000000000000e+01 1.600000000000000000e+01 4.185900988862951803e-03
1.800000000000000000e+01 1.700000000000000000e+01 4.689383569433485700e-03
1.800000000000000000e+01 1.800000000000000000e+01 5.238319842774788286e-03
1.800000000000000000e+01 1.900000000000000000e+01 5.828450400619209458e-03
1.800000000000000000e+01 2.000000000000000000e+01 6.446992355872886195e-03
1.800000000000000000e+01 2.100000000000000000e+01 7.070513841939303490e-03
1.800000000000000000e+01 2.200000000000000000e+01 7.659301117827725311e-03
1.800000000000000000e+01 2.300000000000000000e+01 8.157734386121481829e-03
1.800000000000000000e+01 2.400000000000000000e+01 8.497972404512436906e-03
1.800000000000000000e+01 2.500000000000000000e+01 8.619384525415642317e-03
1.800000000000000000e+01 2.600000000000000000e+01 8.494763885709038023e-03
1.800000000000000000e+01 2.700000000000000000e+01 8.151308382002956515e-03
1.800000000000000000e+01 2.800000000000000000e+01 7.649606054717552305e-03
1.800000000000000000e+01 2.900000000000000000e+01 7.057451608570528348e-03
1.800000000000000000e+01 3.000000000000000000e+01 6.430454690569876834e-03
1.800000000000000000e+01 3.100000000000000000e+01 5.808289327933507072e-03
1.800000000000000000e+01 3.200000000000000000e+01 5.214377664073328519e-03
1.800000000000000000e+01 3.300000000000000000e+01 4.661449315159878030e-03
1.800000000000000000e+01 3.400000000000000000e+01 4.153733728196105576e-03
1.800000000000000000e+01 3.500000000000000000e+01 3.691641807376007042e-03
1.800000000000000000e+01 3.600000000000000000e+01 3.272262144441060849e-03
1.800000000000000000e+01 3.700000000000000000e+01 2.892213993265245475e-03
1.800000000000000000e+01 3.800000000000000000e+01 2.546911235780532912e-03
1.800000000000000000e+01 3.900000000000000000e+01 2.232489541409123958e-03
1.800000000000000000e+01 4.000000000000000000e+01 1.944602415614879671e-03
1.800000000000000000e+01 4.100000000000000000e+01 1.679791649115046576e-03
1.800000000000000000e+01 4.200000000000000000e+01 1.434402637003372562e-03
1.800000000000000000e+01 4.300000000000000000e+01 1.205564892539195444e-03
1.800000000000000000e+01 4.400000000000000000e+01 9.902474813510576263e-04
1.800000000000000000e+01 4.500000000000000000e+01 7.860836771313265163e-04
1.800000000000000000e+01 4.600000000000000000e+01 5.904951424734561187e-04
1.800000000000000000e+01 4.700000000000000000e+01 4.011632630201619732e-04
1.800000000000000000e+01 4.800000000000000000e+01 2.133357070669637519e-04
1.800000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
1.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+01 1.000000000000000000e+00 2.009926438332467695e-04
1.900000000000000000e+01 2.000000000000000000e+00 3.780186969944852242e-04
1.900000000000000000e+01 3.000000000000000000e+00 5.565952009304595601e-04
1.900000000000000000e+01 4.000000000000000000e+00 7.412776255873840172e-04
1.900000000000000000e+01 5.000000000000000000e+00 9.343500742215202302e-04
1.900000000000000000e+01 6.000000000000000000e+00 1.138377164154087771e-03
1.900000000000000000e+01 7.000000000000000000e+00 1.355780975853515622e-03
1.900000000000000000e+01 8.000000000000000000e+00 1.589674255358985815e-03
1.900000000000000000e+01 9.000000000000000000e+00 1.843143847153641069e-03
1.900000000000000000e+01 1.000000000000000000e+01 2.120165687552905045e-03
1.900000000000000000e+01 1.100000000000000000e+01 2.424782518015221322e-03
1.900000000000000000e+01 1.200000000000000000e+01 2.762216577660150680e-03
1.900000000000000000e+01 1.300000000000000000e+01 3.137759443010785989e-03
1.900000000000000000e+01 1.400000000000000000e+01 3.558141845083899468e-03
1.900000000000000000e+01 1.500000000000000000e+01 4.030068156592209183e-03
1.900000000000000000e+01 1.600000000000000000e+01 4.561361265541544370e-03
1.900000000000000000e+01 1.700000000000000000e+01 5.158850511548013565e-03
1.900000000000000000e+01 1.800000000000000000e+01 5.828450246530135492e-03
1.900000000000000000e+01 1.900000000000000000e+01 6.570955555411758971e-03
1.900000000000000000e+01 2.000000000000000000e+01 7.379028520879015417e-03
1.900000000000000000e+01 2.100000000000000000e+01 8.228372452797911435e-03
1.900000000000000000e+01 2.200000000000000000e+01 9.069657646817537097e-03
1.900000000000000000e+01 2.300000000000000000e+01 9.817688343875993415e-03
1.900000000000000000e+01 2.400000000000000000e+01 1.035387929697917375e-02
1.900000000000000000e+01 2.500000000000000000e+01 1.055254218107765270e-02
1.900000000000000000e+01 2.600000000000000000e+01 1.035058005905053688e-02
1.900000000000000000e+01 2.700000000000000000e+01 9.811081674212332807e-03
1.900000000000000000e+01 2.800000000000000000e+01 9.059679982683546684e-03
1.900000000000000000e+01 2.900000000000000000e+01 8.214936759701065017e-03
1.900000000000000000e+01 3.000000000000000000e+01 7.362007760264591139e-03
1.900000000000000000e+01 3.100000000000000000e+01 6.550201198816896393e-03
1.900000000000000000e+01 3.200000000000000000e+01 5.803801764627015275e-03
1.900000000000000000e+01 3.300000000000000000e+01 5.130101517004477182e-03
1.900000000000000000e+01 3.400000000000000000e+01 4.528237567668028964e-03
1.900000000000000000e+01 3.500000000000000000e+01 3.992289412411612233e-03
1.900000000000000000e+01 3.600000000000000000e+01 3.515375001577703083e-03
1.900000000000000000e+01 3.700000000000000000e+01 3.089620952347763537e-03
1.900000000000000000e+01 3.800000000000000000e+01 2.708274073324112938e-03
1.900000000000000000e+01 3.900000000000000000e+01 2.364580242470660978e-03
1.900000000000000000e+01 4.000000000000000000e+01 2.053135962714419237e-03
1.900000000000000000e+01 4.100000000000000000e+01 1.768669108560114731e-03
1.900000000000000000e+01 4.200000000000000000e+01 1.507045819142880088e-03
1.900000000000000000e+01 4.300000000000000000e+01 1.264216435934681446e-03
1.900000000000000000e+01 4.400000000000000000e+01 1.036992183709188522e-03
1.900000000000000000e+01 4.500000000000000000e+01 8.221653071927819811e-04
1.900000000000000000e+01 4.600000000000000000e+01 6.171884369262356030e-04
1.900000000000000000e+01 4.700000000000000000e+01 4.196737977859848622e-04
1.900000000000000000e+01 4.800000000000000000e+01 2.300184337025310206e-04
1.900000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
2.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 1.000000000000000000e+00 2.149473628035282686e-04
2.000000000000000000e+01 2.000000000000000000e+00 3.922117772801220507e-04
2.000000000000000000e+01 3.000000000000000000e+00 5.769019244289381272e-04
2.000000000000000000e+01 4.000000000000000000e+00 7.686841724321948803e-04
2.000000000000000000e+01 5.000000000000000000e+00 9.698661969765718814e-04
2.000000000000000000e+01 6.000000000000000000e+00 1.182903238872568333e-03
2.000000000000000000e+01 7.000000000000000000e+00 1.410949413657348059e-03
2.000000000000000000e+01 8.000000000000000000e+00 1.657152919978407534e-03
2.000000000000000000e+01 9.000000000000000000e+00 1.925613825384138922e-03
2.000000000000000000e+01 1.000000000000000000e+01 2.220602939808884700e-03
2.000000000000000000e+01 1.100000000000000000e+01 2.547739731099575231e-03
2.000000000000000000e+01 1.200000000000000000e+01 2.913049260815330724e-03
2.000000000000000000e+01 1.300000000000000000e+01 3.324435564886506211e-03
2.000000000000000000e+01 1.400000000000000000e+01 3.790589204990039290e-03
2.000000000000000000e+01 1.500000000000000000e+01 4.322680213301904537e-03
2.000000000000000000e+01 1.600000000000000000e+01 4.932984296137156097e-03
2.000000000000000000e+01 1.700000000000000000e+01 5.636200477871726629e-03
2.000000000000000000e+01 1.800000000000000000e+01 6.446991982901495444e-03
2.000000000000000000e+01 1.900000000000000000e+01 7.379028482804547359e-03
